order_id,user_id,order_time,amount_inr,delivery_fee,promo_applied,delivery_time_mins,order_status
ORD_8fea8857,U_90e1a0cb,2026-04-25T13:26:45.503672,586.52,0,FREE_DELIVERY,42,Delivered
ORD_b64b9daf,U_90e1a0cb,2026-03-15T15:28:48.503672,530.1,0,FLAT_50,40,Delivered
ORD_72fcdfeb,U_90e1a0cb,2026-04-03T13:42:48.503672,513.01,0,NONE,43,Delivered
ORD_90025fcf,U_90e1a0cb,2026-05-30T21:21:43.503672,737.57,0,NONE,60,Delivered
ORD_cc6ee72c,U_90e1a0cb,2026-04-29T18:35:02.503672,428.48,0,NONE,28,Delivered
ORD_8f1f769e,U_90e1a0cb,2026-04-17T20:59:39.503672,314.45,0,NONE,22,Delivered
ORD_d9b6163c,U_90e1a0cb,2026-02-21T22:59:01.503672,1013.14,0,BOGO,69,Cancelled
ORD_2aec1683,U_90e1a0cb,2026-02-24T12:39:27.503672,568.79,0,NONE,40,Delivered
ORD_c4439513,U_90e1a0cb,2026-03-21T12:11:09.503672,611.53,0,NONE,26,Delivered
ORD_efea18a6,U_90e1a0cb,2026-02-12T22:21:59.503672,663.91,0,NONE,53,Delivered
ORD_5dd62c67,U_90e1a0cb,2026-04-04T23:17:34.503672,655.07,0,BOGO,32,Delivered
ORD_5e0141e3,U_90e1a0cb,2026-01-31T17:40:43.503672,580.8,0,BOGO,44,Delivered
ORD_6974003a,U_90e1a0cb,2026-03-21T09:39:49.503672,481.93,0,FLAT_50,38,Delivered
ORD_67bb3d18,U_90e1a0cb,2026-03-28T10:17:17.503672,527.99,0,NONE,36,Delivered
ORD_0eb1b1ff,U_90e1a0cb,2026-05-30T18:11:33.503672,728.83,0,BOGO,35,Delivered
ORD_9186c239,U_90e1a0cb,2026-05-23T13:13:20.503672,774.79,0,FREE_DELIVERY,20,Delivered
ORD_be002133,U_90e1a0cb,2026-05-02T20:10:07.503672,624.71,0,DISCOUNT_20PCT,34,Delivered
ORD_5e734dd7,U_8a95888d,2026-01-20T10:33:14.503672,567.46,0,NONE,36,Delivered
ORD_7e49ffcd,U_8a95888d,2025-09-19T23:35:22.503672,629.79,0,FLAT_50,37,Delivered
ORD_1381aa1e,U_8a95888d,2026-04-29T13:12:10.503672,687.96,0,BOGO,26,Delivered
ORD_4f868035,U_8a95888d,2025-12-20T10:44:33.503672,1049.19,0,FREE_DELIVERY,25,Delivered
ORD_29aa3f5b,U_8a95888d,2026-03-26T13:06:12.503672,599.54,0,FREE_DELIVERY,31,Delivered
ORD_d3f1f54a,U_8a95888d,2026-02-25T21:49:04.503672,655.26,0,NONE,35,Delivered
ORD_bd92edb9,U_8a95888d,2026-05-18T16:36:55.503672,716.37,0,BOGO,27,Delivered
ORD_bc08090e,U_8a95888d,2026-04-20T20:06:08.503672,716.46,0,BOGO,24,Delivered
ORD_ef70dbd4,U_8a95888d,2026-04-20T15:17:02.503672,627.62,0,FREE_DELIVERY,40,Delivered
ORD_5db847be,U_8a95888d,2026-03-23T19:24:26.503672,484.39,0,NONE,31,Delivered
ORD_85035983,U_8a95888d,2026-05-15T22:04:13.503672,643.47,0,FLAT_50,26,Delivered
ORD_9b8d0635,U_8a95888d,2026-04-29T22:39:56.503672,769.22,0,BOGO,25,Delivered
ORD_e22c99ed,U_8a95888d,2025-11-14T16:36:18.503672,700.48,0,FREE_DELIVERY,34,Delivered
ORD_89170eef,U_8a95888d,2026-03-23T15:46:20.503672,671.67,0,DISCOUNT_20PCT,32,Delivered
ORD_0af2a252,U_8a95888d,2026-04-13T07:20:31.503672,548.86,0,DISCOUNT_20PCT,32,Delivered
ORD_9f48dfc8,U_8a95888d,2026-01-29T23:20:29.503672,611.24,0,NONE,24,Delivered
ORD_aeb4e185,U_8a95888d,2026-05-23T22:36:24.503672,930.06,0,NONE,48,Delivered
ORD_7452e2ac,U_8a95888d,2026-04-10T22:11:20.503672,776.81,0,BOGO,23,Delivered
ORD_00cb173e,U_8a95888d,2025-12-29T13:32:38.503672,785.7,0,FREE_DELIVERY,28,Delivered
ORD_eef45a0d,U_8a95888d,2026-02-11T15:09:38.503672,681.78,0,NONE,21,Delivered
ORD_f3ab069f,U_8a95888d,2026-05-04T10:25:23.503672,538.17,0,DISCOUNT_20PCT,36,Delivered
ORD_ccbc723b,U_8a95888d,2025-12-06T18:23:05.503672,917.12,0,NONE,26,Delivered
ORD_17c716b0,U_8a95888d,2025-11-28T15:14:06.503672,782.29,0,NONE,44,Delivered
ORD_b4d74705,U_8a95888d,2026-04-02T02:54:01.503672,621.42,0,FREE_DELIVERY,25,Delivered
ORD_172e2a23,U_8a95888d,2026-03-29T14:13:35.503672,575.83,0,DISCOUNT_20PCT,43,Delivered
ORD_1a033eb0,U_8a95888d,2026-05-02T19:37:30.503672,838.48,0,NONE,22,Delivered
ORD_a800979a,U_8a95888d,2026-03-08T13:10:39.503672,806.79,0,FLAT_50,27,Delivered
ORD_01b1a7f6,U_8a95888d,2026-04-16T15:06:55.503672,564.56,0,BOGO,37,Delivered
ORD_8101bfd6,U_8a95888d,2025-11-05T23:57:33.503672,650.29,0,NONE,30,Delivered
ORD_324fd56e,U_8a95888d,2025-09-27T20:10:18.503672,1017.84,0,FLAT_50,39,Delivered
ORD_295ecc88,U_8a95888d,2026-01-31T13:25:48.503672,678.77,0,FREE_DELIVERY,29,Delivered
ORD_1d4492a9,U_8a95888d,2026-03-27T17:09:14.503672,689.65,0,FLAT_50,43,Delivered
ORD_27716720,U_8a95888d,2026-03-25T14:45:51.503672,660.1,0,FREE_DELIVERY,30,Delivered
ORD_42208e3a,U_8a95888d,2025-12-30T18:51:53.503672,555.38,0,DISCOUNT_20PCT,29,Delivered
ORD_0ddbfb83,U_8a95888d,2025-10-18T19:52:03.503672,1131.3,0,BOGO,24,Delivered
ORD_856bb355,U_8a95888d,2026-04-18T14:19:57.503672,727.28,0,FLAT_50,27,Delivered
ORD_68f88d04,U_8a95888d,2026-05-13T19:22:03.503672,794.34,0,DISCOUNT_20PCT,57,Delivered
ORD_6f253280,U_8a95888d,2026-01-20T18:47:55.503672,505.16,0,FLAT_50,26,Delivered
ORD_ec391626,U_8a95888d,2025-09-28T19:35:17.503672,801.05,0,FLAT_50,20,Delivered
ORD_41cd834b,U_8a95888d,2026-01-22T19:01:05.503672,673.64,0,FLAT_50,30,Delivered
ORD_17139c60,U_8a95888d,2025-11-02T12:36:19.503672,706.67,0,NONE,31,Delivered
ORD_83ea7461,U_8a95888d,2026-05-01T17:11:04.503672,872.42,0,FREE_DELIVERY,54,Delivered
ORD_5b7fb447,U_8a95888d,2026-03-16T08:45:13.503672,620.61,0,NONE,28,Delivered
ORD_2a36574c,U_8a95888d,2026-02-13T01:13:10.503672,733.15,0,NONE,22,Delivered
ORD_82160b7f,U_8a95888d,2025-09-20T20:23:01.503672,871.9,0,NONE,44,Delivered
ORD_e71de6c8,U_8a95888d,2026-02-07T23:25:40.503672,706.66,0,FLAT_50,39,Delivered
ORD_2a34eff6,U_8a95888d,2025-12-02T19:37:53.503672,803.0,0,NONE,23,Delivered
ORD_6b4e6ab8,U_8a95888d,2026-02-06T08:56:05.503672,1073.47,0,FREE_DELIVERY,45,Delivered
ORD_0d1b7e5c,U_8a95888d,2026-01-18T15:53:17.503672,836.26,0,NONE,31,Delivered
ORD_1a4cfeb9,U_8a95888d,2025-12-06T16:36:50.503672,769.91,0,NONE,38,Delivered
ORD_395e531c,U_8a95888d,2026-05-12T16:17:26.503672,638.01,0,FREE_DELIVERY,24,Delivered
ORD_758c4264,U_30917e57,2026-05-23T12:29:35.503672,765.53,40,NONE,35,Delivered
ORD_7e0dbdbd,U_30917e57,2026-05-27T12:25:32.503672,493.99,40,FLAT_50,31,Delivered
ORD_412abc4b,U_30917e57,2026-05-27T16:26:20.503672,583.9,40,FLAT_50,43,Delivered
ORD_d1c08715,U_30917e57,2026-05-15T17:20:43.503672,559.14,40,FLAT_50,39,Delivered
ORD_c848d3b0,U_30917e57,2026-05-16T04:50:36.503672,634.54,40,DISCOUNT_20PCT,31,Delivered
ORD_f624a12e,U_30917e57,2026-05-30T13:35:23.503672,687.43,40,NONE,39,Delivered
ORD_90b2f7ac,U_9887068e,2026-02-27T23:56:39.503672,850.94,40,BOGO,24,Delivered
ORD_8fe636ad,U_9887068e,2026-04-18T15:59:37.503672,787.08,40,NONE,23,Delivered
ORD_247df6ee,U_9887068e,2026-03-14T12:30:26.503672,873.07,40,NONE,44,Delivered
ORD_adff6c84,U_9887068e,2026-04-20T06:36:39.503672,766.09,40,NONE,42,Delivered
ORD_3d1c36b1,U_9887068e,2026-02-28T09:14:38.503672,931.95,40,FLAT_50,25,Delivered
ORD_880fdcb2,U_9887068e,2026-05-16T22:55:41.503672,945.71,40,DISCOUNT_20PCT,35,Delivered
ORD_eff9eee7,U_00f411e0,2025-10-18T20:22:24.503672,608.57,40,BOGO,39,Delivered
ORD_d9660eba,U_f8fc70b2,2026-05-09T21:33:05.503672,865.44,0,FREE_DELIVERY,42,Delivered
ORD_26322a48,U_f8fc70b2,2026-05-16T08:59:26.503672,504.9,0,FLAT_50,43,Delivered
ORD_c2809ee2,U_f8fc70b2,2026-05-23T22:23:30.503672,592.57,0,FLAT_50,26,Delivered
ORD_69bc89c8,U_f8fc70b2,2026-05-08T20:05:24.503672,607.23,0,DISCOUNT_20PCT,72,Delivered
ORD_4ee6d6b8,U_f8fc70b2,2026-05-15T09:12:22.503672,563.56,0,NONE,29,Delivered
ORD_2c995389,U_f8fc70b2,2026-05-19T20:00:07.503672,511.94,0,FLAT_50,20,Delivered
ORD_b2f0eb0d,U_f8fc70b2,2026-05-08T19:57:54.503672,566.71,0,NONE,28,Delivered
ORD_7280c114,U_781b2ba7,2026-03-14T15:54:56.503672,477.93,40,DISCOUNT_20PCT,28,Delivered
ORD_3727a65f,U_781b2ba7,2026-02-21T12:43:48.503672,772.64,40,FREE_DELIVERY,26,Delivered
ORD_18ff6e22,U_781b2ba7,2026-03-14T16:16:05.503672,955.17,40,BOGO,41,Delivered
ORD_fc6205f0,U_781b2ba7,2026-03-10T13:40:41.503672,516.08,40,FLAT_50,42,Delivered
ORD_5687249c,U_781b2ba7,2026-05-17T15:35:39.503672,844.82,40,FREE_DELIVERY,40,Delivered
ORD_a25533bd,U_45bf3a13,2026-02-09T12:39:09.503672,808.15,0,FLAT_50,44,Delivered
ORD_6a2403a6,U_45bf3a13,2026-02-01T17:22:49.503672,892.58,0,NONE,57,Delivered
ORD_bafd5642,U_d3f80199,2025-11-23T23:53:24.503672,823.52,40,BOGO,43,Delivered
ORD_ba155e52,U_d3f80199,2025-11-27T15:54:33.503672,605.72,40,BOGO,37,Delivered
ORD_74da62bc,U_d3f80199,2026-01-18T04:38:13.503672,900.16,40,BOGO,29,Delivered
ORD_2eda2739,U_d3f80199,2025-11-29T16:49:36.503672,802.57,40,BOGO,22,Delivered
ORD_f3797e58,U_f0d7c089,2026-01-24T21:23:18.503672,694.36,0,FLAT_50,25,Delivered
ORD_02ed8464,U_f0d7c089,2026-03-14T09:08:56.503672,692.8,0,BOGO,23,Delivered
ORD_e67b0bea,U_f0d7c089,2026-04-10T22:03:24.503672,499.05,0,DISCOUNT_20PCT,38,Delivered
ORD_7403622d,U_f0d7c089,2026-04-11T21:51:09.503672,822.2,0,DISCOUNT_20PCT,57,Delivered
ORD_0a3a1b03,U_f0d7c089,2026-05-30T16:55:33.503672,761.98,0,NONE,43,Delivered
ORD_4b38ada8,U_f0d7c089,2026-04-25T19:12:03.503672,856.46,0,NONE,46,Delivered
ORD_cbf87c14,U_f0d7c089,2026-03-28T13:47:15.503672,687.11,0,FLAT_50,29,Delivered
ORD_967f6a53,U_f0d7c089,2026-01-26T06:51:32.503672,608.6,0,NONE,42,Delivered
ORD_5775f89b,U_f656079a,2026-04-11T13:57:06.503672,867.81,40,NONE,42,Delivered
ORD_6460bf02,U_f656079a,2026-01-30T22:02:27.503672,829.58,40,BOGO,35,Delivered
ORD_292fffdf,U_6a1db3dc,2025-11-06T15:15:32.503672,482.31,40,NONE,41,Delivered
ORD_d2f1f497,U_6a1db3dc,2025-10-25T13:54:52.503672,743.13,40,FLAT_50,31,Delivered
ORD_5161c534,U_15b57943,2026-03-27T19:08:39.503672,389.79,40,DISCOUNT_20PCT,31,Delivered
ORD_fe2584d6,U_27c18a9d,2026-03-22T15:40:30.503672,616.34,40,FLAT_50,22,Delivered
ORD_db8ed2e1,U_27c18a9d,2025-08-26T21:01:14.503672,649.11,40,FLAT_50,31,Delivered
ORD_14aa5881,U_f8bc7135,2026-05-30T23:58:14.503672,784.95,40,FIRST_ORDER_DISCOUNT,31,Delivered
ORD_ce7a0268,U_03cc3471,2025-12-30T15:44:50.503672,457.61,40,FLAT_50,35,Delivered
ORD_aaf704f5,U_03cc3471,2026-01-02T13:50:13.503672,569.14,40,BOGO,40,Delivered
ORD_d6979890,U_03cc3471,2025-08-19T13:41:33.503672,453.09,40,FREE_DELIVERY,22,Delivered
ORD_065aee42,U_03cc3471,2025-10-29T10:48:51.503672,513.73,40,NONE,43,Delivered
ORD_9214e593,U_03cc3471,2025-12-10T18:20:23.503672,358.58,40,FLAT_50,39,Delivered
ORD_dc741e5c,U_03cc3471,2025-12-23T23:16:23.503672,567.91,40,BOGO,25,Delivered
ORD_56922ceb,U_6cfed072,2026-04-21T19:15:08.503672,481.59,40,FREE_DELIVERY,21,Delivered
ORD_7af23297,U_6cfed072,2026-04-18T13:46:01.503672,1002.33,40,BOGO,65,Delivered
ORD_331c322a,U_6cfed072,2026-03-14T14:33:17.503672,603.04,40,NONE,44,Delivered
ORD_f5c3c5db,U_5f29fcd1,2026-01-24T17:48:36.503672,766.66,0,FLAT_50,50,Delivered
ORD_00148992,U_5f29fcd1,2026-05-24T13:32:19.503672,1003.63,0,BOGO,43,Delivered
ORD_ce400407,U_5f29fcd1,2025-12-06T00:51:20.503672,821.41,0,NONE,27,Delivered
ORD_a4133edf,U_5f29fcd1,2026-04-01T22:10:10.503672,701.31,0,NONE,20,Delivered
ORD_273690af,U_5f29fcd1,2026-01-31T03:58:08.503672,669.98,0,FLAT_50,32,Delivered
ORD_9e898acc,U_5f29fcd1,2026-04-04T19:33:46.503672,1018.7,0,NONE,35,Delivered
ORD_25807551,U_5f29fcd1,2025-11-01T17:51:01.503672,821.89,0,FREE_DELIVERY,33,Delivered
ORD_496f9f29,U_5f29fcd1,2025-12-27T23:31:53.503672,778.68,0,NONE,39,Delivered
ORD_14e829d9,U_5f29fcd1,2025-11-10T22:35:51.503672,808.11,0,NONE,59,Delivered
ORD_5dfad75c,U_5f29fcd1,2026-05-20T16:50:57.503672,664.97,0,BOGO,26,Delivered
ORD_33b6e868,U_5f29fcd1,2025-12-27T18:24:16.503672,809.69,0,FLAT_50,22,Delivered
ORD_f531b2fb,U_5f29fcd1,2025-09-19T20:42:41.503672,590.52,0,FLAT_50,43,Delivered
ORD_28c6993a,U_5f29fcd1,2025-12-13T20:35:18.503672,1016.24,0,NONE,40,Delivered
ORD_df60e365,U_5f29fcd1,2026-02-10T20:48:20.503672,524.67,0,DISCOUNT_20PCT,34,Delivered
ORD_4bae4881,U_5f29fcd1,2026-04-30T02:50:06.503672,590.36,0,FLAT_50,39,Delivered
ORD_6f837bd6,U_5f29fcd1,2026-04-22T07:58:23.503672,584.58,0,DISCOUNT_20PCT,45,Delivered
ORD_ee50fb27,U_5f29fcd1,2026-04-17T21:50:53.503672,864.89,0,BOGO,35,Delivered
ORD_dc761ff9,U_5f29fcd1,2025-12-22T21:02:27.503672,803.74,0,FLAT_50,51,Cancelled
ORD_4e878447,U_5f29fcd1,2026-03-07T23:32:28.503672,823.28,0,NONE,30,Delivered
ORD_e9c57285,U_5f29fcd1,2026-01-01T15:49:30.503672,571.28,0,FLAT_50,36,Delivered
ORD_a5871392,U_5f29fcd1,2025-12-06T20:22:16.503672,1071.92,0,FREE_DELIVERY,20,Delivered
ORD_7e30aa6f,U_5f29fcd1,2025-09-29T14:58:10.503672,762.88,0,NONE,43,Delivered
ORD_ff5618a8,U_5f29fcd1,2025-12-12T23:35:54.503672,627.83,0,NONE,34,Delivered
ORD_c0898a97,U_5f29fcd1,2026-03-18T23:00:52.503672,623.52,0,DISCOUNT_20PCT,24,Delivered
ORD_49d16ec3,U_5f29fcd1,2025-12-09T12:26:47.503672,666.44,0,NONE,42,Delivered
ORD_b483bc64,U_5f29fcd1,2026-05-17T20:53:38.503672,1076.78,0,FLAT_50,39,Delivered
ORD_93bdf9a3,U_5f29fcd1,2026-01-31T19:34:53.503672,1171.01,0,NONE,34,Delivered
ORD_ca816c0a,U_5f29fcd1,2026-01-24T12:56:28.503672,915.51,0,FREE_DELIVERY,32,Delivered
ORD_9397716d,U_5f29fcd1,2025-11-23T17:41:20.503672,998.81,0,FLAT_50,48,Delivered
ORD_1afb3f9d,U_5f29fcd1,2025-09-26T22:37:51.503672,645.53,0,DISCOUNT_20PCT,20,Delivered
ORD_81e744ae,U_5f29fcd1,2025-10-13T15:47:13.503672,861.73,0,FREE_DELIVERY,56,Delivered
ORD_6e4ed93a,U_5f29fcd1,2026-02-07T20:34:17.503672,1188.13,0,FREE_DELIVERY,32,Delivered
ORD_92a094d9,U_5f29fcd1,2025-11-12T23:39:10.503672,685.13,0,FLAT_50,35,Delivered
ORD_ca5c98d4,U_5f29fcd1,2025-11-30T13:48:27.503672,864.9,0,FREE_DELIVERY,22,Delivered
ORD_02218d25,U_11137a22,2026-03-28T20:18:02.503672,992.07,40,FREE_DELIVERY,26,Delivered
ORD_be7896a9,U_6a331150,2026-02-14T17:28:19.503672,760.21,0,NONE,43,Delivered
ORD_a977567c,U_6a331150,2025-10-04T11:09:49.503672,842.34,0,NONE,22,Delivered
ORD_ec5aa797,U_6a331150,2026-04-12T18:34:33.503672,653.08,0,DISCOUNT_20PCT,21,Delivered
ORD_fc3cbcd6,U_6a331150,2026-02-08T08:26:35.503672,801.1,0,NONE,44,Delivered
ORD_8665014f,U_6a331150,2025-10-16T19:11:28.503672,631.15,0,FLAT_50,40,Delivered
ORD_498abecc,U_6a331150,2025-12-28T12:08:37.503672,735.48,0,FREE_DELIVERY,44,Delivered
ORD_332f2163,U_6a331150,2026-05-24T12:41:51.503672,965.4,0,NONE,24,Delivered
ORD_b949d03b,U_6a331150,2026-03-23T21:11:59.503672,512.24,0,NONE,22,Delivered
ORD_90c1e01f,U_6a331150,2026-01-01T12:03:01.503672,638.08,0,FREE_DELIVERY,21,Delivered
ORD_7d4fae62,U_6a331150,2026-01-27T01:55:38.503672,622.78,0,BOGO,32,Cancelled
ORD_848d2dc3,U_6a331150,2026-01-18T16:40:17.503672,705.75,0,FLAT_50,43,Delivered
ORD_12fbb0b0,U_6a331150,2026-02-11T23:33:27.503672,790.71,0,BOGO,38,Cancelled
ORD_757c31da,U_6a331150,2026-02-17T03:36:52.503672,629.83,0,FREE_DELIVERY,40,Delivered
ORD_94993c32,U_6a331150,2025-11-16T14:54:07.503672,833.41,0,FLAT_50,39,Delivered
ORD_1ec700cf,U_6a331150,2025-11-22T21:56:34.503672,981.65,0,BOGO,26,Delivered
ORD_b2f6aff9,U_6a331150,2026-04-30T21:49:43.503672,638.03,0,NONE,31,Delivered
ORD_35ea7979,U_6a331150,2026-03-21T20:44:14.503672,890.11,0,FLAT_50,22,Delivered
