user_id,signup_date,age,city,city_tier,platform,acquisition_channel,is_zomato_gold,onboarding_cohort,user_type
U_d3f80199,2025-07-06 13:09:16.503672,23,Mumbai,Tier_1,iOS,social_media,False,Frictionless,power_user
U_2cce86fd,2026-02-17 13:09:16.503672,29,Delhi,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_f0d7c089,2025-12-28 13:09:16.503672,18,Hyderabad,Tier_1,iOS,paid_search,True,Frictionless,occasional
U_cd9f0f34,2025-10-02 13:09:16.503672,28,Ahmedabad,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_6af3f2b7,2025-10-30 13:09:16.503672,27,Pune,Tier_2,Android,social_media,False,Frictionless,occasional
U_f656079a,2025-11-21 13:09:16.503672,29,Bangalore,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_6a1db3dc,2025-10-17 13:09:16.503672,28,Ahmedabad,Tier_2,iOS,organic,False,Frictionless,regular
U_623cbe17,2025-07-30 13:09:16.503672,26,Indore,Tier_3,Web,paid_search,False,Frictionless,occasional
U_9e172a1f,2026-01-19 13:09:16.503672,26,Delhi,Tier_1,Android,email,False,Frictionless,window_shopper
U_07bdcac2,2026-02-21 13:09:16.503672,20,Chandigarh,Tier_2,Android,social_media,False,Standard,occasional
U_15b57943,2025-12-23 13:09:16.503672,30,Bangalore,Tier_1,iOS,referral,False,Standard,regular
U_c48ae87d,2026-05-20 13:09:16.503672,26,Delhi,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_27c18a9d,2025-06-10 13:09:16.503672,50,Pune,Tier_2,iOS,paid_search,False,Frictionless,regular
U_968cb5e8,2025-10-31 13:09:16.503672,19,Ahmedabad,Tier_2,Web,social_media,False,Frictionless,occasional
U_f8bc7135,2026-05-28 13:09:16.503672,48,Lucknow,Tier_2,iOS,organic,False,Standard,regular
U_f6e587a1,2025-06-06 13:09:16.503672,18,Hyderabad,Tier_1,Android,social_media,False,Standard,window_shopper
U_03cc3471,2025-06-03 13:09:16.503672,27,Lucknow,Tier_2,Android,paid_search,False,Frictionless,power_user
U_b31c1529,2026-03-10 13:09:16.503672,39,Hyderabad,Tier_1,Android,referral,False,Frictionless,window_shopper
U_6cfed072,2026-01-24 13:09:16.503672,26,Chandigarh,Tier_2,Android,email,False,Frictionless,regular
U_5f29fcd1,2025-09-18 13:09:16.503672,25,Bangalore,Tier_1,iOS,social_media,True,Frictionless,regular
U_685f4fe3,2025-12-15 13:09:16.503672,25,Delhi,Tier_1,Android,social_media,False,Standard,occasional
U_4347c3b7,2025-07-17 13:09:16.503672,20,Jaipur,Tier_2,Android,social_media,False,Frictionless,regular
U_11137a22,2025-07-28 13:09:16.503672,27,Hyderabad,Tier_1,iOS,social_media,False,Standard,power_user
U_ff519c6d,2025-11-14 13:09:16.503672,29,Ludhiana,Tier_3,Android,social_media,False,Standard,window_shopper
U_6a331150,2025-09-28 13:09:16.503672,25,Delhi,Tier_1,Android,organic,True,Standard,regular
U_88fc89ca,2025-09-06 13:09:16.503672,39,Bhopal,Tier_3,Android,paid_search,False,Frictionless,occasional
U_5e6d65a5,2026-03-31 13:09:16.503672,23,Delhi,Tier_1,iOS,organic,False,Frictionless,window_shopper
U_ef148dbd,2026-03-16 13:09:16.503672,28,Chandigarh,Tier_2,iOS,social_media,False,Standard,regular
U_139b38fe,2026-02-06 13:09:16.503672,30,Delhi,Tier_1,Android,organic,False,Frictionless,occasional
U_ac7d78ba,2025-06-05 13:09:16.503672,21,Hyderabad,Tier_1,iOS,social_media,False,Standard,power_user
U_3a408fbc,2025-06-25 13:09:16.503672,24,Chennai,Tier_1,iOS,social_media,False,Standard,window_shopper
U_d1ab526d,2025-08-18 13:09:16.503672,18,Hyderabad,Tier_1,iOS,organic,False,Standard,regular
U_17fedb81,2025-07-27 13:09:16.503672,25,Ahmedabad,Tier_2,Android,social_media,False,Standard,window_shopper
U_38332bce,2026-05-22 13:09:16.503672,28,Mumbai,Tier_1,Android,referral,True,Standard,occasional
U_e9c732fd,2025-09-30 13:09:16.503672,24,Bangalore,Tier_1,Android,organic,False,Standard,occasional
U_e66b90d5,2025-07-13 13:09:16.503672,30,Jaipur,Tier_2,Android,paid_search,False,Frictionless,window_shopper
U_8dcb76b0,2025-09-12 13:09:16.503672,23,Chennai,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_3c092b38,2025-11-06 13:09:16.503672,39,Jaipur,Tier_2,Android,social_media,False,Frictionless,regular
U_518d715e,2025-12-02 13:09:16.503672,18,Indore,Tier_3,Android,social_media,False,Standard,power_user
U_6d8e0da6,2025-09-06 13:09:16.503672,29,Lucknow,Tier_2,Android,social_media,False,Frictionless,power_user
U_f5374fca,2026-01-26 13:09:16.503672,22,Pune,Tier_2,iOS,referral,True,Standard,occasional
U_4a2c72d2,2025-08-11 13:09:16.503672,24,Indore,Tier_3,Android,social_media,False,Standard,regular
U_d68b0726,2025-06-15 13:09:16.503672,26,Hyderabad,Tier_1,Android,organic,False,Standard,window_shopper
U_c1f27e09,2025-11-01 13:09:16.503672,21,Ahmedabad,Tier_2,Android,paid_search,False,Frictionless,occasional
U_ab4abb63,2026-03-16 13:09:16.503672,21,Hyderabad,Tier_1,Android,social_media,True,Frictionless,occasional
U_44eb7fdb,2025-12-07 13:09:16.503672,21,Delhi,Tier_1,Android,social_media,False,Frictionless,regular
U_49f1beb5,2025-10-18 13:09:16.503672,45,Jaipur,Tier_2,Android,organic,False,Standard,regular
U_030880f9,2025-08-16 13:09:16.503672,28,Surat,Tier_3,iOS,social_media,False,Frictionless,regular
U_427b0b3b,2025-10-06 13:09:16.503672,29,Hyderabad,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_7eba8c70,2026-03-01 13:09:16.503672,28,Jaipur,Tier_2,Android,social_media,False,Standard,regular
U_b8fca511,2026-03-12 13:09:16.503672,29,Hyderabad,Tier_1,iOS,paid_search,False,Standard,occasional
U_ac493e48,2026-01-06 13:09:16.503672,20,Hyderabad,Tier_1,Android,paid_search,False,Standard,occasional
U_572c43a6,2026-02-26 13:09:16.503672,37,Chandigarh,Tier_2,iOS,social_media,False,Standard,window_shopper
U_9aff7ec6,2026-04-02 13:09:16.503672,19,Mumbai,Tier_1,iOS,social_media,False,Frictionless,occasional
U_86168370,2026-01-21 13:09:16.503672,27,Chennai,Tier_1,Android,paid_search,True,Frictionless,window_shopper
U_7bf87bd8,2025-07-27 13:09:16.503672,29,Chennai,Tier_1,iOS,social_media,False,Standard,regular
U_9a129b54,2025-06-05 13:09:16.503672,31,Jaipur,Tier_2,Android,referral,False,Standard,window_shopper
U_232b9bb0,2026-03-31 13:09:16.503672,21,Hyderabad,Tier_1,iOS,paid_search,False,Standard,occasional
U_3bf3f2f9,2025-11-06 13:09:16.503672,19,Mumbai,Tier_1,iOS,social_media,False,Standard,occasional
U_b27f8410,2025-11-26 13:09:16.503672,24,Chennai,Tier_1,Android,social_media,True,Standard,occasional
U_31ee354a,2025-11-03 13:09:16.503672,18,Hyderabad,Tier_1,Android,paid_search,True,Frictionless,window_shopper
U_07ba7b92,2026-02-02 13:09:16.503672,28,Chandigarh,Tier_2,Android,referral,True,Frictionless,window_shopper
U_cc779498,2025-10-26 13:09:16.503672,29,Ahmedabad,Tier_2,iOS,social_media,False,Frictionless,occasional
U_aba8856e,2025-12-19 13:09:16.503672,39,Bangalore,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_499c3ec4,2026-04-28 13:09:16.503672,22,Hyderabad,Tier_1,Android,social_media,True,Standard,regular
U_7f082340,2025-07-10 13:09:16.503672,27,Chandigarh,Tier_2,Android,social_media,False,Frictionless,regular
U_5e12f0ad,2026-03-28 13:09:16.503672,22,Mumbai,Tier_1,Android,referral,True,Frictionless,regular
U_ec91bd3a,2025-07-16 13:09:16.503672,28,Delhi,Tier_1,Android,email,False,Standard,regular
U_338858b7,2026-02-28 13:09:16.503672,40,Bangalore,Tier_1,iOS,social_media,True,Frictionless,regular
U_9bdcb03a,2025-08-17 13:09:16.503672,29,Chennai,Tier_1,iOS,social_media,False,Standard,window_shopper
U_439291ba,2026-04-19 13:09:16.503672,22,Ludhiana,Tier_3,iOS,paid_search,False,Frictionless,regular
U_f7711ff8,2025-11-06 13:09:16.503672,23,Hyderabad,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_c4ec820d,2026-03-13 13:09:16.503672,19,Chandigarh,Tier_2,iOS,email,False,Frictionless,regular
U_b8e5c79b,2025-06-19 13:09:16.503672,26,Surat,Tier_3,Android,social_media,False,Standard,regular
U_bf4cd0b9,2026-01-25 13:09:16.503672,38,Chennai,Tier_1,Android,organic,False,Frictionless,regular
U_8107e3a4,2025-06-21 13:09:16.503672,23,Delhi,Tier_1,Android,social_media,False,Frictionless,regular
U_dd320fa2,2025-07-06 13:09:16.503672,22,Bhopal,Tier_3,Android,email,False,Frictionless,power_user
U_c1e8af74,2026-04-20 13:09:16.503672,24,Ahmedabad,Tier_2,iOS,social_media,True,Frictionless,window_shopper
U_e1c2a726,2026-01-13 13:09:16.503672,40,Delhi,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_851ea982,2026-03-22 13:09:16.503672,24,Chennai,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_744507a1,2025-10-04 13:09:16.503672,18,Chennai,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_49a3bf51,2026-04-05 13:09:16.503672,26,Bangalore,Tier_1,Android,paid_search,False,Frictionless,occasional
U_dea7f8f1,2026-01-01 13:09:16.503672,31,Hyderabad,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_99f48f78,2025-06-20 13:09:16.503672,25,Chandigarh,Tier_2,Web,social_media,False,Standard,regular
U_87340912,2025-10-02 13:09:16.503672,53,Hyderabad,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_69cddbe3,2026-04-04 13:09:16.503672,29,Chennai,Tier_1,Android,social_media,True,Standard,power_user
U_d5d37c8b,2025-09-08 13:09:16.503672,20,Delhi,Tier_1,Android,paid_search,False,Frictionless,regular
U_a94899e1,2026-03-15 13:09:16.503672,19,Hyderabad,Tier_1,Android,social_media,False,Standard,regular
U_5ebdb6cd,2026-02-28 13:09:16.503672,28,Jaipur,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_95570c2f,2025-09-02 13:09:16.503672,52,Chandigarh,Tier_2,Android,organic,False,Standard,window_shopper
U_61d2e9f8,2025-10-11 13:09:16.503672,28,Delhi,Tier_1,iOS,social_media,False,Frictionless,occasional
U_80698303,2025-09-21 13:09:16.503672,43,Bangalore,Tier_1,Android,social_media,False,Standard,window_shopper
U_63e88915,2026-04-14 13:09:16.503672,26,Bangalore,Tier_1,Android,organic,False,Frictionless,window_shopper
U_42fbd599,2026-04-21 13:09:16.503672,24,Bangalore,Tier_1,iOS,social_media,False,Standard,power_user
U_87ae8e23,2025-06-24 13:09:16.503672,22,Bangalore,Tier_1,iOS,social_media,False,Standard,regular
U_0a631098,2025-12-08 13:09:16.503672,19,Bangalore,Tier_1,Android,organic,False,Standard,occasional
U_0591b3e9,2025-06-11 13:09:16.503672,18,Ahmedabad,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_5f7941a9,2026-03-09 13:09:16.503672,23,Delhi,Tier_1,Android,paid_search,True,Standard,regular
U_7c0e2831,2025-08-15 13:09:16.503672,30,Bangalore,Tier_1,Android,organic,False,Frictionless,regular
U_0f008e93,2026-05-06 13:09:16.503672,29,Mumbai,Tier_1,Android,social_media,False,Standard,regular
U_a4186183,2025-10-05 13:09:16.503672,22,Lucknow,Tier_2,iOS,organic,False,Frictionless,window_shopper
U_66bcb36d,2025-08-26 13:09:16.503672,23,Surat,Tier_3,Web,social_media,False,Standard,window_shopper
U_20a7192a,2025-09-21 13:09:16.503672,25,Mumbai,Tier_1,iOS,social_media,False,Frictionless,occasional
U_c01b70b7,2025-09-16 13:09:16.503672,18,Jaipur,Tier_2,Android,social_media,True,Frictionless,regular
U_a91f83ad,2025-12-14 13:09:16.503672,19,Lucknow,Tier_2,Android,organic,False,Frictionless,power_user
U_220bf130,2026-04-08 13:09:16.503672,23,Delhi,Tier_1,Android,referral,False,Frictionless,occasional
U_245b3e30,2026-01-23 13:09:16.503672,25,Hyderabad,Tier_1,iOS,paid_search,False,Standard,regular
U_0e22988f,2025-10-25 13:09:16.503672,19,Ludhiana,Tier_3,Android,paid_search,False,Standard,occasional
U_c3fd7e3f,2025-08-06 13:09:16.503672,33,Chennai,Tier_1,Android,social_media,False,Frictionless,regular
U_dd2bf763,2026-05-09 13:09:16.503672,21,Mumbai,Tier_1,Android,email,False,Standard,regular
U_1edf4334,2025-09-26 13:09:16.503672,24,Jaipur,Tier_2,iOS,social_media,False,Standard,regular
U_7284b29a,2025-10-09 13:09:16.503672,24,Lucknow,Tier_2,Android,social_media,False,Standard,occasional
U_140d96a8,2025-12-10 13:09:16.503672,29,Chennai,Tier_1,iOS,social_media,False,Standard,regular
U_bac4c37b,2025-10-13 13:09:16.503672,23,Mumbai,Tier_1,Web,organic,False,Standard,occasional
U_21fe270a,2025-11-04 13:09:16.503672,26,Bangalore,Tier_1,Android,social_media,False,Standard,regular
U_39047504,2025-12-06 13:09:16.503672,28,Chennai,Tier_1,iOS,paid_search,False,Standard,regular
U_d13efc35,2025-09-10 13:09:16.503672,25,Lucknow,Tier_2,Android,social_media,False,Frictionless,power_user
U_0940d907,2026-02-15 13:09:16.503672,47,Hyderabad,Tier_1,Android,referral,False,Standard,window_shopper
U_5ccb43a2,2025-12-15 13:09:16.503672,22,Ahmedabad,Tier_2,iOS,organic,False,Standard,regular
U_43fed41e,2025-11-15 13:09:16.503672,24,Mumbai,Tier_1,iOS,referral,False,Standard,regular
U_36034f60,2025-09-25 13:09:16.503672,26,Chandigarh,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_f88c73d7,2025-12-08 13:09:16.503672,24,Chennai,Tier_1,iOS,social_media,False,Frictionless,regular
U_73fc7d7f,2025-11-09 13:09:16.503672,20,Mumbai,Tier_1,Android,paid_search,True,Standard,window_shopper
U_158d0f38,2026-04-02 13:09:16.503672,20,Bangalore,Tier_1,Android,email,False,Frictionless,regular
U_991e5f56,2025-10-23 13:09:16.503672,24,Lucknow,Tier_2,Android,social_media,False,Standard,window_shopper
U_8a2ad98f,2026-05-07 13:09:16.503672,27,Ahmedabad,Tier_2,Android,social_media,False,Standard,window_shopper
U_2a3f219a,2025-10-07 13:09:16.503672,20,Jaipur,Tier_2,Android,social_media,True,Standard,window_shopper
U_c53a6a51,2025-07-26 13:09:16.503672,21,Pune,Tier_2,Android,social_media,False,Standard,occasional
U_a01b28ce,2026-04-13 13:09:16.503672,22,Bangalore,Tier_1,iOS,social_media,True,Frictionless,occasional
U_110ad45f,2025-12-31 13:09:16.503672,28,Chennai,Tier_1,Android,organic,False,Standard,window_shopper
U_bfa143ea,2025-08-05 13:09:16.503672,29,Mumbai,Tier_1,Android,organic,False,Frictionless,power_user
U_62ca1295,2025-06-07 13:09:16.503672,27,Hyderabad,Tier_1,iOS,social_media,False,Standard,window_shopper
U_af7d3743,2025-12-02 13:09:16.503672,21,Ahmedabad,Tier_2,Android,referral,False,Frictionless,power_user
U_3bd7371e,2026-03-04 13:09:16.503672,20,Chandigarh,Tier_2,iOS,paid_search,False,Standard,occasional
U_7c6b80a8,2026-03-09 13:09:16.503672,28,Chandigarh,Tier_2,Android,referral,True,Frictionless,occasional
U_38f274d2,2026-04-13 13:09:16.503672,29,Chennai,Tier_1,iOS,social_media,False,Frictionless,regular
U_c66ba062,2025-06-24 13:09:16.503672,30,Delhi,Tier_1,iOS,social_media,False,Frictionless,power_user
U_e26b2ba0,2026-05-01 13:09:16.503672,19,Jaipur,Tier_2,iOS,social_media,False,Standard,power_user
U_c97ef4f7,2026-05-05 13:09:16.503672,19,Chennai,Tier_1,Android,social_media,False,Standard,occasional
U_db83ca43,2026-01-11 13:09:16.503672,27,Jaipur,Tier_2,Android,paid_search,False,Standard,window_shopper
U_89af150e,2026-05-11 13:09:16.503672,22,Mumbai,Tier_1,Android,paid_search,False,Frictionless,regular
U_09d2177f,2025-11-08 13:09:16.503672,25,Mumbai,Tier_1,iOS,paid_search,False,Standard,regular
U_d3ab3250,2025-12-20 13:09:16.503672,22,Lucknow,Tier_2,Android,paid_search,False,Standard,power_user
U_b77519bb,2025-10-25 13:09:16.503672,18,Pune,Tier_2,Android,social_media,True,Standard,regular
U_ef73084c,2026-02-20 13:09:16.503672,18,Hyderabad,Tier_1,iOS,paid_search,False,Standard,occasional
U_ec6a5410,2026-02-20 13:09:16.503672,25,Chennai,Tier_1,Android,email,False,Frictionless,occasional
U_1df616d1,2025-07-08 13:09:16.503672,37,Bangalore,Tier_1,iOS,social_media,True,Frictionless,occasional
U_dcfe3fdd,2025-07-30 13:09:16.503672,21,Lucknow,Tier_2,Android,email,False,Standard,window_shopper
U_1570c349,2025-08-17 13:09:16.503672,30,Bangalore,Tier_1,iOS,social_media,False,Standard,regular
U_e64b4f62,2025-06-10 13:09:16.503672,18,Chennai,Tier_1,iOS,social_media,False,Standard,regular
U_69f33ef9,2025-11-25 13:09:16.503672,52,Mumbai,Tier_1,iOS,paid_search,False,Standard,window_shopper
U_9b850c1c,2026-03-30 13:09:16.503672,21,Lucknow,Tier_2,Android,organic,True,Frictionless,window_shopper
U_7d896494,2026-02-08 13:09:16.503672,30,Mumbai,Tier_1,iOS,social_media,False,Standard,window_shopper
U_1466529f,2025-06-26 13:09:16.503672,29,Bangalore,Tier_1,Android,organic,False,Standard,window_shopper
U_901f954c,2026-04-04 13:09:16.503672,28,Chennai,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_07743776,2026-05-26 13:09:16.503672,27,Delhi,Tier_1,iOS,paid_search,False,Frictionless,occasional
U_7595adcc,2026-01-30 13:09:16.503672,26,Bangalore,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_3ed7c399,2025-07-19 13:09:16.503672,26,Hyderabad,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_f0cf677e,2025-09-03 13:09:16.503672,44,Mumbai,Tier_1,Web,referral,False,Standard,window_shopper
U_455e7f84,2026-04-23 13:09:16.503672,25,Ahmedabad,Tier_2,iOS,organic,False,Standard,regular
U_73c1f09f,2025-11-03 13:09:16.503672,31,Lucknow,Tier_2,Android,social_media,True,Standard,occasional
U_2eec4bd3,2026-02-06 13:09:16.503672,28,Lucknow,Tier_2,Android,social_media,False,Frictionless,occasional
U_afbbed27,2025-12-14 13:09:16.503672,24,Jaipur,Tier_2,iOS,organic,False,Standard,window_shopper
U_c370892b,2026-04-04 13:09:16.503672,42,Pune,Tier_2,iOS,referral,False,Standard,window_shopper
U_79036168,2026-03-23 13:09:16.503672,19,Pune,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_9fab3742,2026-02-20 13:09:16.503672,22,Mumbai,Tier_1,Android,social_media,False,Standard,window_shopper
U_5d7940af,2026-02-23 13:09:16.503672,22,Chennai,Tier_1,iOS,organic,False,Frictionless,regular
U_2bd25823,2025-12-07 13:09:16.503672,25,Bangalore,Tier_1,Android,social_media,True,Standard,window_shopper
U_77e8d2ab,2025-11-07 13:09:16.503672,26,Jaipur,Tier_2,iOS,social_media,False,Frictionless,regular
U_933bf0ac,2026-04-24 13:09:16.503672,23,Hyderabad,Tier_1,iOS,social_media,False,Frictionless,regular
U_f9cf8f48,2025-09-05 13:09:16.503672,25,Lucknow,Tier_2,iOS,social_media,False,Standard,regular
U_1f64112f,2025-10-18 13:09:16.503672,29,Mumbai,Tier_1,Web,paid_search,False,Standard,regular
U_09ae8786,2026-04-13 13:09:16.503672,43,Ludhiana,Tier_3,iOS,social_media,False,Frictionless,occasional
U_22b82e93,2026-04-09 13:09:16.503672,21,Chennai,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_d388d940,2025-10-09 13:09:16.503672,30,Hyderabad,Tier_1,Android,social_media,False,Standard,regular
U_884a0242,2025-07-12 13:09:16.503672,19,Bangalore,Tier_1,Android,social_media,False,Standard,occasional
U_6cd97b1c,2025-11-03 13:09:16.503672,26,Ludhiana,Tier_3,iOS,organic,False,Standard,occasional
U_916bbae3,2025-11-29 13:09:16.503672,22,Delhi,Tier_1,iOS,email,False,Standard,power_user
U_67203d83,2025-12-07 13:09:16.503672,30,Chennai,Tier_1,Android,organic,False,Standard,window_shopper
U_9f2e1b34,2025-11-11 13:09:16.503672,40,Mumbai,Tier_1,iOS,social_media,True,Frictionless,window_shopper
U_110c3cf8,2025-09-11 13:09:16.503672,26,Bangalore,Tier_1,Android,social_media,False,Standard,power_user
U_59a78f7d,2026-02-23 13:09:16.503672,26,Ahmedabad,Tier_2,Android,social_media,False,Standard,regular
U_f64ef226,2025-07-25 13:09:16.503672,27,Delhi,Tier_1,Android,organic,False,Standard,occasional
U_f72a9e1a,2025-12-15 13:09:16.503672,20,Delhi,Tier_1,iOS,paid_search,False,Standard,regular
U_3bdb85f9,2025-07-28 13:09:16.503672,21,Hyderabad,Tier_1,Android,organic,True,Frictionless,window_shopper
U_e1d69fef,2025-07-15 13:09:16.503672,24,Mumbai,Tier_1,iOS,paid_search,False,Frictionless,regular
U_ab0333cb,2025-12-29 13:09:16.503672,29,Bangalore,Tier_1,Web,social_media,False,Standard,window_shopper
U_88747167,2026-04-15 13:09:16.503672,23,Jaipur,Tier_2,Android,social_media,False,Standard,window_shopper
U_c31daf25,2026-04-14 13:09:16.503672,25,Delhi,Tier_1,iOS,social_media,False,Standard,regular
U_290a0977,2025-10-29 13:09:16.503672,25,Mumbai,Tier_1,iOS,paid_search,False,Frictionless,regular
U_7ebe1c00,2025-10-27 13:09:16.503672,19,Delhi,Tier_1,iOS,organic,False,Frictionless,window_shopper
U_3a0b674f,2025-12-22 13:09:16.503672,28,Chennai,Tier_1,iOS,paid_search,False,Standard,regular
U_b2c247b5,2026-04-25 13:09:16.503672,27,Indore,Tier_3,Android,paid_search,False,Frictionless,occasional
U_2ceb5907,2026-05-23 13:09:16.503672,51,Delhi,Tier_1,Android,organic,False,Standard,window_shopper
U_a96379f4,2025-09-08 13:09:16.503672,20,Chennai,Tier_1,iOS,organic,False,Frictionless,occasional
U_741e35f2,2025-06-26 13:09:16.503672,20,Surat,Tier_3,Android,organic,True,Standard,window_shopper
U_12cc64b6,2025-10-11 13:09:16.503672,29,Jaipur,Tier_2,iOS,social_media,False,Frictionless,regular
U_959dfae2,2025-12-13 13:09:16.503672,22,Chennai,Tier_1,iOS,paid_search,False,Frictionless,regular
U_385802bc,2026-02-18 13:09:16.503672,24,Bangalore,Tier_1,iOS,paid_search,False,Standard,regular
U_95a79928,2026-02-16 13:09:16.503672,28,Mumbai,Tier_1,iOS,organic,False,Frictionless,regular
U_33aa821b,2026-03-21 13:09:16.503672,19,Mumbai,Tier_1,iOS,social_media,False,Standard,regular
U_d7e478c1,2025-09-19 13:09:16.503672,22,Mumbai,Tier_1,iOS,social_media,False,Frictionless,occasional
U_d8173e36,2025-07-25 13:09:16.503672,29,Chandigarh,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_dc0ee2fc,2026-04-05 13:09:16.503672,26,Hyderabad,Tier_1,iOS,referral,False,Standard,regular
U_512dc075,2026-05-17 13:09:16.503672,41,Delhi,Tier_1,iOS,paid_search,False,Frictionless,occasional
U_964416cc,2025-10-15 13:09:16.503672,28,Hyderabad,Tier_1,Android,social_media,False,Standard,occasional
U_22e156f9,2025-11-07 13:09:16.503672,26,Jaipur,Tier_2,Android,social_media,False,Standard,window_shopper
U_f0c81ff2,2025-08-14 13:09:16.503672,28,Chennai,Tier_1,Android,organic,True,Standard,regular
U_6064f1d5,2026-01-01 13:09:16.503672,26,Lucknow,Tier_2,Android,social_media,False,Frictionless,regular
U_5091ba58,2026-04-27 13:09:16.503672,29,Jaipur,Tier_2,Android,referral,False,Standard,regular
U_216464ce,2025-10-02 13:09:16.503672,29,Bangalore,Tier_1,iOS,social_media,True,Standard,power_user
U_3da2e645,2025-10-18 13:09:16.503672,21,Bangalore,Tier_1,Android,paid_search,True,Standard,power_user
U_ef28fb79,2025-06-24 13:09:16.503672,29,Mumbai,Tier_1,iOS,social_media,True,Standard,window_shopper
U_3981affa,2025-07-15 13:09:16.503672,40,Patna,Tier_3,iOS,referral,False,Standard,power_user
U_54af37f9,2025-10-31 13:09:16.503672,24,Chandigarh,Tier_2,Android,organic,False,Frictionless,window_shopper
U_2de4c7b7,2025-11-19 13:09:16.503672,51,Lucknow,Tier_2,iOS,social_media,False,Frictionless,regular
